Key,Value
тб,2.6440979802664537e-05
вв,2.7155600878412226e-05
гч,2.7870221954159915e-05
нш,2.8584843029907607e-05
оэ,2.8584843029907607e-05
эр,2.9299464105655296e-05
иф,3.001408518140299e-05
дд,3.001408518140299e-05
мю,3.001408518140299e-05
хе,3.072870625715068e-05
сз,3.1443327332898366e-05
уэ,3.1443327332898366e-05
п ,3.2157948408646055e-05
яй,3.287256948439375e-05
тм,3.287256948439375e-05
зп,3.287256948439375e-05
яр,3.358719056014144e-05
эн,3.430181163588913e-05
сё,3.430181163588913e-05
бь,3.430181163588913e-05
дб,3.430181163588913e-05
юм,3.501643271163682e-05
ё ,3.6445674863132195e-05
мь,3.6445674863132195e-05
рп,3.716029593887989e-05
йц,3.716029593887989e-05
йм,3.787491701462758e-05
юю,3.858953809037527e-05
ьг,3.858953809037527e-05
чо,3.930415916612296e-05
яц,3.930415916612296e-05
ьч,4.001878024187065e-05
эс,4.073340131761834e-05
вч,4.073340131761834e-05
пт,4.144802239336603e-05
хс,4.216264346911372e-05
жю,4.216264346911372e-05
гв,4.287726454486141e-05
чл,4.287726454486141e-05
гс,4.287726454486141e-05
эк,4.287726454486141e-05
мг,4.35918856206091e-05
рз,4.430650669635679e-05
 ю,4.430650669635679e-05
тъ,4.430650669635679e-05
ьо,4.430650669635679e-05
жь,4.573574884785217e-05
дх,4.716499099934755e-05
сб,4.716499099934755e-05
юн,4.716499099934755e-05
юч,4.716499099934755e-05
хм,4.716499099934755e-05
юр,4.716499099934755e-05
мт,4.8594233150842934e-05
мр,4.8594233150842934e-05
шп,4.8594233150842934e-05
лт,5.002347530233831e-05
вх,5.0738096378086e-05
бм,5.0738096378086e-05
ыз,5.2881959605329074e-05
пп,5.359658068107676e-05
жб,5.359658068107676e-05
нр,5.431120175682445e-05
ьд,5.431120175682445e-05
пн,5.502582283257214e-05
жо,5.502582283257214e-05
фо,5.574044390831983e-05
бс,5.6455064984067526e-05
тп,5.6455064984067526e-05
 щ,5.7884307135562903e-05
рщ,5.7884307135562903e-05
фл,5.7884307135562903e-05
бх,5.859892821131059e-05
уя,6.002817036280598e-05
пк,6.002817036280598e-05
оу,6.288665466579673e-05
жч,6.431589681729211e-05
юл,6.50305178930398e-05
йч,6.645976004453518e-05
еу,6.645976004453518e-05
рл,6.717438112028288e-05
тю,6.717438112028288e-05
иа,6.860362327177826e-05
йк,6.860362327177826e-05
фу,6.860362327177826e-05
ац,6.860362327177826e-05
рц,6.931824434752594e-05
зз,7.146210757476901e-05
мк,7.146210757476901e-05
хл,7.360597080201209e-05
щу,7.432059187775978e-05
бв,7.432059187775978e-05
яе,7.503521295350746e-05
сш,7.574983402925516e-05
дп,7.717907618075054e-05
дю,7.789369725649823e-05
ъя,7.860831833224592e-05
тт,7.860831833224592e-05
рч,7.932293940799361e-05
лп,7.932293940799361e-05
хр,8.075218155948899e-05
йш,8.289604478673206e-05
гк,8.503990801397514e-05
ьц,8.789839231696589e-05
мл,8.789839231696589e-05
лл,8.932763446846127e-05
жк,9.004225554420897e-05
бъ,9.075687661995665e-05
ьт,9.290073984719972e-05
уй,9.361536092294742e-05
оц,9.43299819986951e-05
як,9.43299819986951e-05
зю,9.647384522593817e-05
ъю,9.647384522593817e-05
чш,9.718846630168587e-05
шт,9.718846630168587e-05
ыд,9.718846630168587e-05
ьи,9.861770845318125e-05
кс,0.00010290543490766738
ыг,0.00010290543490766738
рх,0.00010362005598341508
яю,0.00010504929813491045
ау,0.00010576391921065815
ху,0.00010647854028640583
ьб,0.00011148088781663966
сю,0.00011219550889238736
ыч,0.00011219550889238736
эл,0.00011291012996813505
дш,0.00011362475104388273
зс,0.00011433937211963043
аи,0.00011433937211963043
мс,0.0001164832353468735
ып,0.00011719785642262118
хн,0.00012005634072561195
нг,0.00012005634072561195
ш ,0.00012148558287710733
цк,0.00012220020395285503
тд,0.0001229148250286027
ищ,0.0001243440671800981
зк,0.00012505868825584578
дм,0.00012863179363458422
йл,0.00012934641471033193
цы,0.0001307756568618273
вм,0.00013220489901332269
нщ,0.00013291952008907037
вк,0.00013434876224056576
зб,0.00013434876224056576
хв,0.00013577800439206112
ьз,0.00013863648869505188
яч,0.00013863648869505188
фе,0.0001393511097707996
хи,0.00014078035192229495
тц,0.00014078035192229495
лг,0.00014220959407379034
юс,0.00014292421514953803
ощ,0.00014435345730103342
юш,0.00014435345730103342
оо,0.00014864118375551956
фа,0.00015507277343724876
ню,0.00015650201558874415
рм,0.00015721663666449183
йд,0.00016579208957346413
рб,0.0001672213317249595
ях,0.0001672213317249595
вя,0.0001679359528007072
зр,0.0001679359528007072
ци,0.00016936519495220256
еи,0.00017150905817944564
тч,0.00017222367925519332
сх,0.0001736529214066887
рю,0.0001736529214066887
ык,0.0001736529214066887
дц,0.0001750821635581841
яя,0.00017579678463393178
ч ,0.00017651140570967947
чь,0.00017722602678542715
вь,0.00017936989001267022
жу,0.0001807991321641656
уе,0.000182228374315661
мп,0.0001829429953914087
дъ,0.00018437223754290405
ип,0.00018651610077014712
зж,0.00018651610077014712
лд,0.00018794534292164252
дк,0.0001886599639973902
ящ,0.00019151844830038095
яг,0.00019151844830038095
бщ,0.00019437693260337174
лч,0.0001958061747548671
вт,0.00019795003798211017
ъе,0.00019866465905785786
пы,0.00019866465905785786
кв,0.00020009390120935325
ио,0.00020080852228510093
зл,0.00020509624873958708
ащ,0.0002108132173455686
нк,0.0002115278384213163
ср,0.00021295708057281166
ущ,0.00021367170164855937
нч,0.0002172448070272978
рс,0.0002186740491787932
рк,0.00022081791240603627
ф ,0.0002258202599362701
рш,0.00023439571284524237
яв,0.00023511033392099005
зе,0.00023582495499673776
чк,0.00023582495499673776
зм,0.00023796881822398083
вп,0.00024368578682996235
ж ,0.00024368578682996235
ец,0.0002458296500572054
гн,0.0002529758608146823
лн,0.00025511972404192537
ун,0.00025726358726916844
бк,0.00025797820834491615
б ,0.00025869282942066386
ц ,0.0002601220715721592
бн,0.00026655366125388844
дт,0.0002679829034053838
зу,0.0002679829034053838
шо,0.0002686975244811315
ео,0.0002694121455568792
ыр,0.00028013146169309454
рв,0.00028584843029907605
тл,0.00028584843029907605
оф,0.00028870691460206684
вд,0.000292994641056553
ию,0.000292994641056553
 ц,0.00029513850428379606
дс,0.0002965677464352914
рг,0.00030299933611702064
йт,0.000304428578268516
ын,0.0003051431993442637
ьм,0.00030585782042001137
зи,0.00031514789440473137
сд,0.00031514789440473137
иж,0.00032586721054094674
ух,0.00033015493699543283
юд,0.00033015493699543283
фр,0.00033158417914692825
рж,0.0003330134212984236
йн,0.0003330134212984236
ют,0.00033730114775290976
ею,0.00034015963205590055
ям,0.0003430181163588913
шь,0.000343732737434639
лж,0.0003473058428133774
кл,0.00035159356926786357
пя,0.0003558812957223497
цо,0.00035659591679809737
шу,0.00036016902217683586
цу,0.0003637421275555743
иш,0.0003687444750858081
ща,0.0003687444750858081
сч,0.0003723175804645466
сы,0.00037446144369178967
рд,0.00037660530691903274
шн,0.0003780345490705281
ея,0.0003801784122977712
ью,0.000394470833812725
тк,0.0003973293181157157
кт,0.0003994731813429588
ьш,0.0004001878024187065
иб,0.00040376090779744493
мя,0.0004123363607064172
ющ,0.000415194845009408
дь,0.00042734340329711874
зг,0.00043877734050908176
нц,0.0004394919615848295
дя,0.00044663817234230635
нт,0.0004516405198725402
шл,0.0004537843830997833
ке,0.0004587867306300171
чн,0.0004623598360087555
ге,0.00046879142569048474
яж,0.0004716499099934755
бя,0.0004716499099934755
тя,0.0004730791521449709
ыб,0.00047450839429646625
ья,0.00048093998397819547
зы,0.0004816546050539432
юб,0.0004823692261296909
иг,0.000486656952584177
шк,0.0004880861947356724
зо,0.0004952324054931493
зя,0.0004988055108718877
вз,0.0004995201319476355
нс,0.0005088102059323554
йс,0.000518814900992823
фи,0.0005231026274473092
ыш,0.0005295342171290384
вр,0.000530248838204786
уп,0.0005323927014320291
ир,0.0005488289861742261
уб,0.0005495436072499737
рт,0.0005502582283257215
ии,0.0005652652709164229
 ф,0.0005824161767343675
ыт,0.0005902770085675921
оя,0.0005924208717948352
аф,0.0005924208717948352
ян,0.0005938501139463305
уз,0.0005988524614765644
ур,0.0006009963247038075
пл,0.0006017109457795551
ох,0.0006024255668553028
аб,0.0006052840511582935
лк,0.0006059986722340413
ца,0.0006059986722340413
ды,0.0006138595040672658
ою,0.000618147230521752
рн,0.0006267226834307243
пу,0.0006310104098852104
ещ,0.0006374419995669396
чу,0.000638871241718435
гу,0.0006567367686121273
щи,0.0006731730533543241
жд,0.0006774607798088103
яд,0.000678175400884558
сс,0.0006788900219603057
мы,0.0006788900219603057
ач,0.0006881800959450256
ап,0.0006931824434752594
дл,0.0006938970645510072
ыс,0.0006960409277782503
су,0.0007074748649902133
зв,0.0007203380443536717
уч,0.0007253403918839055
пь,0.0007281988761868963
зд,0.000728913497262644
би,0.0007367743290958685
пи,0.0007460644030805885
еш,0.0007460644030805885
сн,0.000749637508459327
ай,0.00076107144567129
уш,0.0007639299299742807
тс,0.0007646445510500285
аю,0.0007653591721257762
ги,0.0007660737932015238
ву,0.0007710761407317577
яс,0.0007753638671862439
ои,0.0007867978043982069
дв,0.0008225288581855914
 ш,0.000830389690018816
бл,0.0008318189321703113
г ,0.0008318189321703113
оз,0.0008318189321703113
зь,0.0008453967326095174
ьс,0.0008468259747610128
ук,0.0008554014276699851
ял,0.0008582599119729759
ув,0.0008632622595032097
ае,0.0008711230913364343
аг,0.000878983923169659
еп,0.0008861301339271358
це,0.0008947055868361081
рь,0.0009197173244872772
вл,0.0009218611877145203
ха,0.0009232904298660157
см,0.0009290073984719972
ря,0.000929722019547745
тн,0.0009332951249264833
гд,0.0009340097460022311
еч,0.0009354389881537264
ек,0.0009404413356839602
ые,0.0009440144410626987
ах,0.0009511606518201756
га,0.0009547337571989141
ех,0.0009675969365623725
ых,0.0009697407997896156
ьн,0.0009804601159258308
ую,0.0009883209477590555
ыв,0.0010040426114255048
еж,0.0010104742011072339
ум,0.0010211935172434493
нд,0.0010261958647736831
лю,0.0010319128333796646
д ,0.0010347713176826554
оп,0.0010547807078035906
па,0.0010576391921065815
нь,0.0010697877503942923
жн,0.001072646234697283
аж,0.0010762193400760214
вш,0.0010819363086820028
ба,0.0010869386562122366
ьк,0.0010962287301969568
бу,0.0011190966046208829
еб,0.0011240989521511167
ич,0.0011412498579690612
лы,0.0011491106898022859
иц,0.0011512545530295288
 х,0.0011576861427112582
ье,0.001169120079923221
ош,0.001171978564226212
з ,0.001176266290680698
бр,0.001187700227892661
лу,0.0012098534812408394
уг,0.0012141412076953255
ез,0.001217714313074064
вн,0.0012184289341498117
ус,0.0012262897659830363
лс,0.00124058218749799
жи,0.00124058218749799
р ,0.0012427260507252332
ще,0.0012513015036342055
ий,0.0012591623354674302
мн,0.0012634500619219161
уж,0.0012677377883764023
ут,0.0012748839991338792
жа,0.00127774248343687
яз,0.00127774248343687
чи,0.0012941787681790668
гр,0.001309900431845516
ул,0.0013184758847544884
оч,0.0013620677703750975
ят,0.0013820771604960327
ев,0.0013842210237232759
са,0.0013927964766322482
ку,0.0014028011716927158
аш,0.0014078035192229496
ту,0.0014156643510561742
ый,0.0014406760887073434
ия,0.0014521100259193064
ым,0.001459970857752531
си,0.0014849825954037002
ты,0.001489984942933934
ры,0.0015035627433731401
ша,0.0015300037231758047
ок,0.0015500131132967399
гл,0.0015628762926601983
кр,0.0015857441670841246
их,0.0015864587881598722
зн,0.0015957488621445922
дн,0.001610041283659546
ее,0.0016114705258110412
ож,0.0016157582522655274
ид,0.0016486308217499213
ду,0.0016786449069313243
из,0.001679359528007072
 я,0.0016872203598402966
ик,0.0017136613396429611
сп,0.0017215221714761855
ля,0.0017358145929911395
уд,0.0017401023194456256
ши,0.0017951281422781977
св,0.001826571469611096
кн,0.0018687341130802098
ад,0.001905179787943342
 ж,0.0019566325053971757
др,0.0019795003798211016
ча,0.0020466747609413846
бе,0.0020652549089108245
бо,0.0021960305657726517
ое,0.002212466850514849
ше,0.0022131814715905963
хо,0.00226463418904443
эт,0.0022796412316351314
сл,0.00228321433701387
ыл,0.00229250441099859
ие,0.002322518496179993
му,0.002331093949088965
тв,0.0023346670544677037
ки,0.0023532472024371436
ди,0.0024068437831182205
ну,0.0024089876463454637
пе,0.0024261385521634083
ед,0.0024554380162690632
ей,0.002474018164238503
ив,0.002474732785314251
 э,0.002521183155237851
вы,0.002578352841297666
ая,0.0025869282942066383
 л,0.0026333786641302382
тр,0.0026376663905847246
нн,0.0026583904017814072
ар,0.0026683950968418753
со,0.002679829034053838
ис,0.002705555392780755
ам,0.002742715688719635
им,0.0027612958366890748
ме,0.0027777321214312715
ру,0.0027784467425070194
 а,0.002802029238006693
ма,0.0028191801438246377
ся,0.0029628189800499235
ви,0.0029749675383376343
ны,0.0029771114015648774
вс,0.003031422603321702
сь,0.0030550050988213755
ня,0.003063580551730348
че,0.003097882363366237
с ,0.0031014554687449755
ин,0.0031214648588659107
ав,0.0031636275023350243
об,0.0031743468184712398
ти,0.0031972146928951656
х ,0.003219367946243344
ю ,0.0032765376323031594
ит,0.0033108394439390486
ми,0.003319414896848021
ль,0.003399452457331762
ег,0.0034094571523922298
мо,0.003515935692678636
се,0.003528084250966346
чт,0.0035516667464660203
же,0.0035909709056321432
ес,0.0036016902217683583
ле,0.003620984990813546
ой,0.003621699611889294
до,0.0036774400557976136
ет,0.003678869297949109
ас,0.0036831570244035953
бы,0.0037124564885092502
 у,0.003844661387522573
ем,0.003891111757446173
аз,0.0039704346968541665
 з,0.004046184530883422
да,0.0040840594478980495
 р,0.004182677156351231
ы ,0.004214120483684129
 е,0.004230556768426326
н ,0.004238417600259551
ак,0.004290584938789132
ве,0.004332032961182498
т ,0.004336320687636984
од,0.004345610761621704
де,0.004362761667439648
те,0.004505685882589186
ог,0.004506400503664934
ск,0.004515690577649654
ан,0.004630744570845033
к ,0.004731506142525457
ил,0.004755803259100878
 г,0.004860137936160041
ом,0.004901585958553407
ат,0.005023786162506262
ри,0.005057373353066403
за,0.005317495424638562
 ч,0.005343936404441227
ть,0.0054725681980758115
ва,0.005536169473817356
та,0.005605487718164882
ре,0.00584417115746461
ли,0.005932784170857324
ор,0.005944932729145034
ло,0.005952078939902511
пр,0.0059649421192659695
 м,0.005969944466796204
ел,0.006008534004886579
в ,0.006171467610157052
ол,0.006476610809501316
у ,0.006486615504561783
ер,0.006515914968667439
ро,0.0065266342848036545
ос,0.006603098739908657
он,0.006660268425968473
от,0.006711006522346559
ен,0.006857503842874835
 т,0.0068682231590110505
ни,0.006953977688100773
во,0.0070111473741605885
ла,0.00713763530456793
ка,0.007186229537718772
 б,0.007349877764064993
 д,0.007354880111595227
м ,0.0073748895017161625
ов,0.007649303994803276
л ,0.007651447858030519
й ,0.00789870675023922
ра,0.008068071945191421
ко,0.008151682611053902
по,0.0081831259383868
но,0.00820170608635624
ал,0.0088019877899843
го,0.008893459287680004
не,0.008998508585814914
 к,0.010219081383191969
ь ,0.010352715524356787
ст,0.01066143182907979
на,0.010684299703503715
 и,0.01088082049933433
я ,0.011088775232376908
 о,0.012014924146545914
то,0.013652121031083873
 в,0.014888415492127377
 п,0.015154254532305518
 н,0.015461541594877025
 с,0.01603895542408116
е ,0.01681503391234315
а ,0.017491065450000464
и ,0.01804918451015941
о ,0.02112205513587448
