Á³דנאלא;×אסעמעא
אמ;0.0013762354976218413
בנ;0.0013975908760332147
נא;0.008779433346897953
אל;0.00484292525973479
לכ;0.0002206722435841918
ûן;0.0005398165098430499
ןמ;0.010891242989800433
מק;0.0038309176050180392
קע;0.005028005205966693
עט;0.004438359479830439
טה;0.003130935757089689
הו;0.005112240309700444
ךע;0.0010725145602156418
טג;0.005135968507935303
ûל;0.0012991188533585485
לס;0.001071328150303899
ס‏;0.0003025345274944565
‏ז;8.18622839102647e-05
לל;0.00027524709952436824
לם;0.0027062010086857068
מך;0.0030870385903551995
ךנ;0.001921984057023606
אע;0.0063508522575601006
עם;0.0019433394354349794
מ‎;0.0004413444871683836
‎ך;5.101562620494757e-05
טח;0.0025424764408651774
חט;0.000462699865579757
טנ;0.001566061083500716
גא;0.006887109537667921
יט;0.0006169331541063427
םו;0.012235445419805216
חן;0.00018033430658493093
עא;0.0070259194973418485
גכ;0.0007260828659866956
ים;0.0009870930465701482
אס;0.00748268731336289
סצ;6.881177488109206e-05
צו;0.0009064171725716266
ומ;0.0017013118134394142
מם;0.010377527498015729
טן;0.002381124692868134
סו;0.005330539733461149
וי;0.0025436628507769206
יה;0.0007308285056336674
םü;0.0014391152229442186
קט;0.00188757816958306
טע;0.006163399491504712
או;0.0020038463409338706
עס;0.0018555451019659998
סÿ;0.004319718488656142
ÿם;0.002172316548401372
הם;0.0023301090666631866
לה;0.0004733775547854437
הû;0.0005125290818729616
ûץ;0.0009847202267466624
ץא;0.0005303252305491061
טט;0.0017618187189383054
טק;0.002457054927219684
קא;0.003022972455121079
üן;0.0012587809163592876
ןו;0.003403810036790571
נג;0.0005042242124907608
אÿ;0.0026848456302743335
ÿק;0.0006323564829590013
üג;0.0014308103535620178
גע;0.0007640479831624705
üע;0.0010404814925985817
ענ;0.0037858340283718067
üÿ;0.0010381086727750959
ןÿ;0.0006904905686344066
ÿע;0.0027584030448023975
üר;0.0003772783519342634
רו;0.0025507813102473784
ÿ‎;0.00018982558587887468
‎ן;8.304869382200767e-06
ןט;0.0009562463888648312
דק;6.287972532237724e-05
ÿג;0.0017950381964671085
אק;0.0018602907416129717
ט‏;0.0003666006627285767
‏כ;6.287972532237724e-05
כÿ;0.0016325000385583222
גק;0.0004021929600808657
קנ;0.0001316915002034693
וח;0.00223163704398852
חג;0.0011840370919194807
גû;0.003227034959940869
ûק;0.00034761810414068924
אי;0.001065396100745184
מז;0.0030787337209729985
זא;0.0014664026509143067
אנ;0.0025934920670701253
נך;0.00027524709952436824
מו;0.0028378925088891763
וג;0.003739564041813831
גנ;0.0008316733481318196
לÿ;0.000567103937813138
ÿן;0.0012991188533585485
הג;0.001176918632449023
וק;0.002054861967138818
הט;0.002845010968359634
םל;0.00013287791011521227
למ;0.005074275192524669
מכ;0.007356927862718137
מי;0.003381268248467455
יק;0.0005635447080779092
ךג;0.0008008266904265025
ûר;0.0005516806089604795
כט;0.007033037956812306
חס;0.00014830123896787084
יך;0.0005386300999313068
ךט;0.002783317652949
טך;0.003843968114047212
נף;0.003060937572296854
ף‏;0.0008672656454841086
‏ם;0.00032151708608234395
טל;0.0036090589515221047
עז;0.0001316915002034693
זט;0.0015826708222651175
üצ;0.0001103361217920959
צמ;0.0002669422301421675
גג;0.0004804960142559015
גס;0.005124104408817873
סל;0.0015186046870309974
לן;0.0009716697177174897
וף;0.0008067587399852173
ףכ;0.0018460538226720562
כך;0.0006952362082813785
ךו;0.0005398165098430499
אף;0.0006299836631355153
טצ;0.0010214989340106943
צף;0.00023016352287813554
ףט;0.0006798128794287199
לו;0.004844111669646533
וה;0.00434700591662623
הכ;0.0007177779966044948
ךב;0.0006216787937533146
בû;0.004441918709565667
ûג;0.0014497929121499052
ור;0.0013003052632702915
רט;0.0016241951691761214
טמ;0.001677583615204555
ען;0.0006501526316351457
גט;0.004040912159396544
כס;0.002387056742426849
ÿך;0.0007937082309560447
ךך;0.0002621965904951956
ךם;0.001210138109977826
םף;0.0035307558973470686
ףל;0.0022624837016938376
ףמ;0.00047100473496195774
םב;0.00027524709952436824
בכ;0.0008399782175140204
אד;0.0011104796773914168
כף;0.0018970694488770036
ףק;0.0014331831733855036
קם;0.0010570912313629833
מט;0.0023324818864866727
חב;0.00016491097773227236
בו;0.002563831819276551
דם;0.00043541243760966876
כג;0.0007687936228094424
טס;0.004503612024976301
סס;0.0011057340377444449
ו‏;0.0002823655589948261
‏ץ;3.20330676170601e-05
ץמ;0.0028924673648293526
מח;0.001812834345143253
חÿ;0.0005160883116081905
ÿי;0.00010796330196860997
נט;0.006349665847648358
טץ;0.0022292642241650345
סü;0.0036956668750793412
הס;0.0004199891087570102
סא;0.002097572723961565
מ‏;0.0006987954380166074
‏ך;0.0002621965904951956
יג;0.0005742223972835959
ûס;0.0012338663082126853
סמ;0.0035022820594652376
ט‎;0.00024440044181905116
‎ע;0.0032994059645571902
אז;0.002133165021313854
זם;0.0009550599789530882
מץ;0.0008126907895439322
אב;0.001282509114594147
וו;0.002515189012895089
אר;0.0011330214657145332
רך;0.0005433757395782787
אפ;0.00010084484249815216
פק;2.3728198234859335e-06
ףך;0.0011555632540376495
נם;0.0008494694968079642
ÿז;0.0002989752977592276
וץ;0.0009408230600121726
מף;0.0009752289474527186
ימ;0.00037490553211077745
כ‎;0.00011152253170383887
ךף;0.0015589426240302582
ףס;0.0018757140704656304
לט;0.0038392224744002402
סכ;0.0032922875050867325
ףד;0.0018436810028485701
ין;0.000746251834486326
וש;0.001138953515273248
שא;0.00043659884752141173
üמ;0.0009669240780705178
טז;0.000462699865579757
עה;0.0004555814061092992
זה;0.0008708248752193375
ףו;0.00035592297352289
לף;0.0028497566080066057
ףם;0.0015577562141185152
ון;0.0038914245105169305
אה;0.0031700872841772068
ûכ;0.002313499327898785
üל;0.0008364189877787915
ףץ;0.0005504941990487365
ץם;0.0004389716673448977
דה;0.0013833539570922992
זü;5.932049558714833e-05
חל;0.0003096529869649143
ךן;0.00039388809069866495
הÿ;0.0005243931809903912
ÿל;0.0007628615732507276
קף;0.000817436429190904
ףג;0.0015897892817355753
חם;0.0022624837016938376
מש;0.00027999273917134014
שף;0.00017914789667318795
ףש;0.0003345675951115166
שו;0.0016313136286465791
עû;0.001668092335910611
ûה;0.00046151345566801405
ÿט;0.0011555632540376495
עך;0.000748624654309812
נש;1.5423328852658566e-05
שט;0.0006347293027824871
ÿמ;0.000854215136454936
כה;0.0003345675951115166
כז;0.0003986337303456368
םך;0.0005398165098430499
לץ;8.067587399852173e-05
טב;0.0016704651557340972
מÿ;0.0013264062813286366
ÿכ;0.0011603088936846214
ÿס;0.002064353246432762
סם;0.001571993133059431
‏ג;0.00030846657705317133
כע;0.00046032704575627107
בט;0.0009918386862171201
אן;0.0028011138016251443
חה;0.000926586141071257
הנ;0.0022612972917820944
נÿ;0.001172172992802051
םה;0.0005232067710786483
‏מ;0.000213553784113734
ףב;0.001070141740392156
וב;0.002610101805834527
בÿ;0.0007723528525446713
טף;0.0006299836631355153
ץק;9.60992028511803e-05
ÿה;0.0012647129659180026
üך;0.002345532395515845
סץ;0.0002645694103186816
כח;0.00020406250481979027
ü‏;0.0003843968114047212
גן;0.0011057340377444449
עÿ;0.0005801544468423107
ÿד;0.0002811791490830831
üו;0.0010179397042754655
סף;0.0010238717538341802
שם;5.8134085675405365e-05
םס;0.0008637064157488798
יץ;6.643895505760614e-05
ûע;0.0012492896370653438
רכ;0.0006299836631355153
ממ;0.0023004488188696124
ףר;0.0007059138974870652
רא;0.0010748873800391278
טי;0.0011365806954497621
גח;0.0007901490012208158
נן;0.0003167714464353721
‏‎;5.33884460284335e-05
‏ה;0.0005196475413434195
üה;0.0006489662217234027
יו;9.847202267466624e-05
ו‎;0.000462699865579757
טÿ;0.001634872858381808
דנ;0.0006821856992522058
חû;0.0003096529869649143
ûז;7.711664426329283e-05
ûט;0.0004733775547854437
םÿ;0.0021972311565479742
כד;0.00030134811758271353
דא;0.001208951700066083
ףז;0.002245873962929436
זכ;3.321947752880307e-05
קר;0.00016847020746750126
סך;0.004430054610448237
üח;0.0005255795909021343
ףע;0.0023301090666631866
בף;0.0015862300520003464
ףה;0.0027536574051554258
הü;0.0012765770650354322
מר;0.0012635265560062595
ûם;0.0007403197849276112
א‎;0.00034643169422894627
אץ;0.0012587809163592876
ץג;0.0005113426719612187
נר;0.00026575582023042455
כן;0.0007237100461632097
סט;0.0018614771515247147
ץן;0.00040100655016912275
ןף;0.0009064171725716266
גב;0.00021592660393721994
‏ס;0.0005777816270188247
הף;0.002378751873044648
‏ף;8.304869382200767e-05
כû;0.0007189644065162378
ûב;0.00039626091052215084
בך;0.00017558866693795906
יד;0.00024084121208382223
דל;7.593023435154987e-05
יע;0.0008233684787496188
ךס;0.0007782849021033861
ןû;0.00026101018058345265
בס;0.0002598237706717097
ÿא;0.00033338118519977365
טר;0.00081980924901439
א‏;0.001028617393481152
עע;0.0004769367845206726
‏ק;0.00029304324820051276
‏ן;0.00035592297352289
ףי;0.00026575582023042455
ג‎;0.000320330676170601
יל;0.00038676963122820715
ÿצ;0.00011152253170383887
צג;6.999818479283504e-05
ûף;0.0001530468786148427
ÿב;0.0004508357664623273
üכ;0.00021474019402547697
מצ;0.00015067405879135677
לג;0.0008435374472492494
גף;0.0009064171725716266
צא;0.0006228652036650575
ץו;0.0004508357664623273
ףח;0.0004662590953149859
נü;0.0011484447945671918
ףנ;0.0006976090281048644
וÿ;0.0005279524107256201
סן;0.0024772238957193144
טפ;6.881177488109206e-05
פא;0.0002669422301421675
םע;0.0007011682578400933
רף;0.0002384683922603363
רם;0.00048168242416764446
קן;6.525254514586316e-05
ÿÿ;0.00026101018058345265
נב;0.00016847020746750126
נז;0.000284738378818312
זצ;1.1864099117429667e-06
‏ש;0.0002028760949080473
חמ;0.0006620167307525754
חע;0.00012338663082126853
û‏;1.1864099117429667e-06
חנ;0.0003096529869649143
ץך;0.00016253815790878644
נû;0.0009740425375409756
ןü;0.00018389353632015983
ןא;0.0009515007492178593
גר;0.0007842169516621009
יר;0.00027524709952436824
נח;7.593023435154987e-05
חו;0.0002384683922603363
דג;0.00014474200923264194
ץל;0.00018626635614364578
רס;5.932049558714834e-06
סנ;0.0002693150499656534
םג;0.0006347293027824871
גד;0.00027168786978913937
‏ח;9.372638302769436e-05
לק;0.00039982014025737977
גך;0.0006477798118116598
ÿו;0.0004520221763740703
הך;0.00034643169422894627
נל;0.0003499909239641752
םק;0.00037490553211077745
קך;0.0006513390415468887
ךל;0.00020880814446676214
כק;0.0006572710911056035
‏ל;0.0001957576354375895
‏ע;0.0005979505955184552
בג;8.423510373375063e-05
זמ;0.000106776892056867
םן;0.0005730359873718528
ץף;0.0002693150499656534
עק;0.0006952362082813785
ץכ;0.0002420276219955652
ÿץ;0.0003416860545819744
לך;0.0004721911448737007
כב;0.00028592478873005496
ע‏;9.728561276292326e-05
לח;0.0002384683922603363
üב;0.0005184611314316764
üף;0.0003132122167001432
ץח;8.067587399852173e-05
ףצ;1.3050509029172634e-05
ץס;0.0003369404149350025
נד;0.0001993168651728184
דס;0.000142369189409156
ץט;0.0008945530734541969
בש;0.00019694404534933247
בü;0.00022185865349593476
‏פ;1.8982558587887468e-05
פט;0.000357109383434633
דף;0.0005765952171070818
חכ;0.0003025345274944565
בם;0.0003298219554645447
ÿף;0.0003440588744054603
גה;0.0013370839705343235
‏ט;0.0002954160680239987
עכ;0.000320330676170601
טש;0.00015897892817355754
דן;0.000177961486761445
חז;6.643895505760614e-05
‎י;1.5423328852658566e-05
וצ;0.0004235483384922391
צך;4.0337936999260866e-05
ןם;0.00011508176143906777
נכ;8.18622839102647e-05
ÿח;0.0006026962351654271
‏ר;9.135356320420843e-05
צט;0.0001744022570262161
לנ;0.00034287246449371734
ûנ;0.00036185502308160483
ץב;0.00013406432002695522
לב;0.0002954160680239987
זג;5.932049558714833e-05
ע‎;0.000142369189409156
‎ה;9.491279293943734e-06
üד;0.0003227034959940869
קü;0.0002906704283770268
כל;0.0001672837975557583
ÿר;5.5761265851919435e-05
פף;0.0001281322704682404
זך;0.00021474019402547697
יב;0.00023965480217207926
üא;0.00030016170767097056
עח;0.0001672837975557583
נס;0.0002064353246432762
עד;0.00010914971188035293
הע;0.000357109383434633
לü;9.491279293943734e-05
הצ;0.000320330676170601
סק;0.0005421893296665358
üנ;0.0003179578563471151
üז;0.00010914971188035293
צס;3.084665770531713e-05
הה;9.96584325864092e-05
דט;0.000677440059605234
הן;0.00018033430658493093
לר;4.864280638146163e-05
כם;0.001039295082686839
סח;0.0001032176623216381
ףא;0.00023728198234859333
ג‏;4.745639646971867e-06
ף‎;0.00011270894161558183
גל;0.0002550781310247378
לצ;1.8982558587887468e-05
קג;6.76253649693491e-05
גץ;0.0001138953515273248
ÿש;0.00014474200923264194
רל;1.5423328852658566e-05
ûד;0.00021118096429024807
ץה;0.0002171130138489629
סז;0.0002645694103186816
חך;0.0002455868517307941
חף;0.0007723528525446713
םנ;0.0003037209374061995
חד;0.0004460901268153555
הב;6.643895505760614e-05
ףÿ;0.0002349091625251074
יס;0.0012564080965358018
י‎;9.016715329246546e-05
זח;1.6609738764401534e-05
üש;3.7965117175774935e-05
צק;1.77961486761445e-05
ü‎;0.00023728198234859333
צע;3.321947752880307e-05
ל‎;0.00013050509029172632
יכ;0.00034761810414068924
רמ;0.00021592660393721994
סה;0.0004781231944324156
ץע;0.00020050327508456137
ם‎;5.8134085675405365e-05
יח;0.00015779251826181456
חש;3.5592297352289e-06
הר;8.54215136454936e-05
זף;0.0003274491356410588
‏נ;0.000177961486761445
ער;2.9660247793574167e-05
סû;0.0002384683922603363
נק;0.0001103361217920959
מפ;0.00027168786978913937
פכ;1.06776892056867e-05
וא;0.000284738378818312
אצ;8.18622839102647e-05
עב;0.0004247347484039821
צן;6.169331541063426e-05
ךכ;0.00071184594704578
ם‏;0.00025151890128950895
בא;0.0007415061948393541
üץ;0.0003132122167001432
ץד;6.525254514586316e-05
כנ;0.0004413444871683836
ÿנ;0.0005315116404608491
םצ;0.00018270712640841685
ךז;0.00014355559932089897
גÿ;0.0002645694103186816
יפ;2.9660247793574167e-05
פמ;0.0001245730407330115
לע;0.0005279524107256201
גז;4.864280638146163e-05
ץנ;0.00018389353632015983
ןע;8.54215136454936e-05
לד;0.0002811791490830831
צב;7.1184594704578e-06
עצ;8.779433346897953e-05
ח‎;2.6101018058345268e-05
שü;4.62699865579757e-05
מא;0.0002574509508482238
אא;0.00031439862661188615
רü;0.000748624654309812
םח;0.00015423328852658567
נץ;7.948946408677877e-05
יÿ;7.711664426329283e-05
בק;4.864280638146163e-05
ףף;0.00016135174799704346
ך‎;0.000106776892056867
סב;0.0002633830004069386
ךח;0.00010914971188035293
זע;5.4574855940176466e-05
צû;0.00018982558587887468
‏‏;4.508357664623273e-05
‏א;8.660792355723657e-05
נ‎;9.491279293943734e-06
יף;0.00016253815790878644
‏ד;6.287972532237724e-05
חü;0.0001708430272909872
צם;3.677870726403197e-05
אש;0.0003025345274944565
ךÿ;0.00011982740108603963
ûÿ;5.69476757636624e-05
םר;3.084665770531713e-05
ןך;9.25399731159514e-05
דך;0.0001138953515273248
על;0.0002693150499656534
üפ;4.62699865579757e-05
הק;9.491279293943734e-05
הח;6.05069054988913e-05
סד;9.96584325864092e-05
םץ;5.5761265851919435e-05
הז;2.84738378818312e-05
כצ;4.745639646971867e-06
ככ;0.0001566061083500716
לז;0.00016135174799704346
נצ;2.0168968499630433e-05
ךק;0.00022541788323116366
ץז;4.1524346911003834e-05
יא;9.728561276292326e-05
חר;1.5423328852658566e-05
ךר;2.9660247793574167e-05
ץר;4.1524346911003834e-05
חח;6.169331541063426e-05
ךש;3.5592297352289e-06
פנ;9.25399731159514e-05
ÿפ;3.20330676170601e-05
ûמ;0.00031202580678840026
כץ;3.677870726403197e-05
‏ÿ;6.287972532237724e-05
ÿ‏;0.0001138953515273248
םכ;6.287972532237724e-05
ךץ;8.423510373375063e-05
ןר;8.304869382200767e-06
דע;4.745639646971867e-05
בץ;5.69476757636624e-05
ךד;9.25399731159514e-05
ךה;0.0002669422301421675
הץ;5.69476757636624e-05
ûח;0.00022541788323116366
פû;2.6101018058345268e-05
ûא;5.932049558714833e-05
רע;5.2202036116690536e-05
זק;2.6101018058345268e-05
‏ו;5.8134085675405365e-05
יז;0.00010796330196860997
בל;5.4574855940176466e-05
בצ;1.1864099117429667e-06
סר;0.00010559048214512403
פו;5.69476757636624e-05
ןן;4.508357664623273e-05
קכ;2.49146081466023e-05
ףפ;3.91515270875179e-05
דח;6.40661352341202e-05
ה‏;1.3050509029172634e-05
םש;0.00010440407223338107
חץ;8.304869382200767e-06
זץ;1.1864099117429667e-06
רב;4.745639646971867e-06
יצ;5.932049558714833e-05
פü;0.00012694586055649743
ופ;6.05069054988913e-05
זב;6.525254514586316e-05
ûצ;5.932049558714834e-06
גצ;3.321947752880307e-05
ץץ;1.06776892056867e-05
צל;1.3050509029172634e-05
נ‏;0.00024084121208382223
קמ;0.00012931868037998338
û‎;0.00010440407223338107
ץ‎;6.169331541063426e-05
פס;2.3728198234859335e-06
זן;5.932049558714833e-05
עץ;5.932049558714833e-05
פב;1.1864099117429667e-06
פע;1.6609738764401534e-05
הש;2.3728198234859335e-06
בן;1.3050509029172634e-05
צח;9.491279293943734e-06
ד‎;9.491279293943734e-06
זס;6.643895505760614e-05
םז;2.6101018058345268e-05
ספ;1.1864099117429667e-05
‎ק;2.3728198234859335e-06
‏י;1.1864099117429667e-06
ני;1.1864099117429667e-06
ס‎;7.237100461632097e-05
צנ;1.3050509029172634e-05
ןצ;1.06776892056867e-05
נפ;0.0003488045140524322
דב;2.84738378818312e-05
ב‎;0.00010203125240989514
חק;6.525254514586316e-05
עש;3.20330676170601e-05
דז;9.491279293943734e-06
לפ;4.98292162932046e-05
זל;2.2541788323116366e-05
ןק;2.6101018058345268e-05
קב;2.13553784113734e-05
דד;2.13553784113734e-05
כר;2.6101018058345268e-05
גי;3.5592297352289e-06
‏צ;1.42369189409156e-05
בח;1.42369189409156e-05
רÿ;2.3728198234859335e-06
חצ;9.491279293943734e-06
זנ;1.8982558587887468e-05
הד;2.2541788323116366e-05
גפ;1.06776892056867e-05
הל;0.00010796330196860997
עפ;2.49146081466023e-05
ז‎;4.62699865579757e-05
‎ץ;5.2202036116690536e-05
‎‎;1.5423328852658566e-05
זÿ;2.9660247793574167e-05
ה‎;1.8982558587887468e-05
ןץ;2.3728198234859335e-06
ננ;4.508357664623273e-05
כפ;2.3728198234859335e-05
ח‏;2.3728198234859335e-06
זז;1.5423328852658566e-05
ûש;1.06776892056867e-05
דץ;5.932049558714834e-06
ןב;4.745639646971867e-06
צÿ;8.304869382200767e-06
פל;4.745639646971867e-06
םי;1.1864099117429667e-06
בה;2.6101018058345268e-05
כש;3.5592297352289e-06
ץפ;7.1184594704578e-06
ךפ;9.491279293943734e-06
שנ;4.745639646971867e-06
רנ;4.745639646971867e-06
קס;3.91515270875179e-05
דÿ;1.1864099117429667e-05
קק;1.3050509029172634e-05
זד;1.06776892056867e-05
בע;2.7287427970088233e-05
ץÿ;4.0337936999260866e-05
ץש;2.3728198234859335e-06
קז;1.1864099117429667e-06
‎ם;2.84738378818312e-05
ךצ;1.06776892056867e-05
צפ;3.5592297352289e-06
פן;7.1184594704578e-06
קה;2.7287427970088233e-05
קד;8.304869382200767e-06
קץ;8.304869382200767e-06
קל;1.42369189409156e-05
בב;4.745639646971867e-06
ךי;1.1864099117429667e-06
צץ;1.1864099117429667e-06
רג;1.42369189409156e-05
קח;9.491279293943734e-06
צכ;4.745639646971867e-06
ןג;2.3728198234859335e-06
ןה;2.3728198234859335e-06
בז;4.745639646971867e-06
חפ;3.5592297352289e-06
ןד;1.1864099117429667e-06
‎כ;5.932049558714834e-06
‎ל;3.5592297352289e-06
םפ;4.62699865579757e-05
‎ג;7.1184594704578e-06
צד;5.932049558714834e-06
לש;3.5592297352289e-06
רק;1.1864099117429667e-06
ןס;3.91515270875179e-05
גש;4.745639646971867e-06
י‏;8.304869382200767e-06
פפ;1.3050509029172634e-05
צ‏;1.1864099117429667e-06
יש;3.5592297352289e-06
בר;1.3050509029172634e-05
הפ;2.3728198234859335e-06
צה;1.3050509029172634e-05
רד;2.3728198234859335e-06
דפ;3.5592297352289e-06
ץצ;9.491279293943734e-06
צר;1.1864099117429667e-06
ןל;1.1864099117429667e-06
רן;7.1184594704578e-06
רה;4.745639646971867e-06
רז;1.1864099117429667e-06
ןח;3.5592297352289e-06
‎ס;9.491279293943734e-06
קÿ;1.1864099117429667e-05
ק‎;5.932049558714834e-06
‎פ;1.06776892056867e-05
רח;2.3728198234859335e-06
‎ד;7.1184594704578e-06
ך‏;1.1864099117429667e-06
רצ;1.1864099117429667e-06
סש;3.5592297352289e-06
ל‏;8.304869382200767e-06
צז;2.3728198234859335e-06
צ‎;7.1184594704578e-06
לי;1.1864099117429667e-06
ב‏;9.491279293943734e-06
פג;1.1864099117429667e-06
פך;3.5592297352289e-06
ûפ;4.745639646971867e-06
פר;1.1864099117429667e-06
‎נ;1.1864099117429667e-06
רר;1.1864099117429667e-06
מü;1.1864099117429667e-06
ד‏;1.1864099117429667e-06
דר;1.1864099117429667e-06
פח;1.1864099117429667e-06
רפ;2.3728198234859335e-06
