,Біграма,Частота
107,ы ,0.004332773899577587
88, б,0.004326287711105165
259,ей,0.004308450692806006
138,х ,0.004267912014853372
34,ти,0.00424034571384558
87,ое,0.004235481072491264
245, ч,0.004220887148428315
163,за,0.0042111578657196835
158,ла,0.004201428583011051
104, д,0.004164132999294627
46,ил,0.004144674433877362
44, у,0.004076569454916936
235,ав,0.004074947907798831
242,аз,0.004049003153909145
37,ес,0.003979276627830613
13,ом,0.003969547345121981
160,об,0.0038917130834529223
225,ю ,0.00388198380074429
290,аж,0.0038787407065080793
117,ме,0.003698748976398382
53,ег,0.003612806979138796
5,ой,0.003551188188650792
98,в ,0.0035317296232335272
150,тр,0.003492812492398998
73,он,0.003471732379863628
36,че,0.0034084920422575177
188,ем,0.0032771467256909816
496,жд,0.0032771467256909816
90,га,0.003231743406384031
120,ек,0.003213906388084872
234,оз,0.003202555558258134
92,тв,0.003142558314888235
10,к ,0.0031328290321796025
165, м,0.003079317977282125
301,ия,0.0030776964301640194
183,ит,0.0030517516762743335
42,од,0.0030468870349200173
295,ьс,0.0030306715637389635
209,ив,0.002957701943424221
106,бы,0.002949594207833694
38,ск,0.0028895969644637948
179,ну,0.002884732323109479
52,ле,0.0028555444749835818
137,их,0.0028377074566844226
287,с ,0.0028198704383852633
302,ят,0.002755008553661048
211,аю,0.002712848328590308
252,з ,0.002605826218795353
276,зн,0.002599340030322931
219,мо,0.0025960969360867203
314,тн,0.002581503012023772
268,ам,0.002578259917787561
51, л,0.002568530635078929
270,чт,0.002547450522543559
50,ма,0.0025279919571262943
20,ар,0.002433942224276182
134, г,0.002412862111740812
228, е,0.002409619017504601
110,бе,0.0024079974703864956
196,ны,0.002312326190418278
96,ад,0.002289624530764803
208,ши,0.0022247626460405873
89,бо,0.002223141098922482
236,ви,0.002176116232497426
74,н ,0.002155036119962056
31,кр,0.002148549931489634
29,ис,0.002138820648781002
125,ий,0.002133956007426686
264,сп,0.002041527821694679
171,со,0.002017204614923098
226, э,0.0020155830678049926
23,нн,0.0019977460495058334
63,ют,0.001973422842734253
204,до,0.0019101825051281427
170,щи,0.0018728869214117189
28, а,0.0018469421675220328
271,эт,0.0018209974136323467
7, ж,0.0018193758665142412
416,лю,0.0017918095655064497
82,вс,0.0017885664712702389
70,чи,0.0017318123221365504
307,ум,0.001722083039427918
256,пе,0.001717218398073602
403,тк,0.001666950437412335
308,ев,0.0016507349662312812
129,вы,0.0016393841364045435
423,уп,0.0016183040238691737
460,ющ,0.0016053316469243305
289,му,0.0015793868930346444
91,тс,0.001572900704562223
123,же,0.0015599283276173798
0,зо,0.001548577497790642
246,ча,0.0015469559506725366
142,ля,0.0015469559506725366
273,ку,0.0015420913093182206
178,жи,0.0015242542910190613
436,кт,0.0015047957256017967
156,зи,0.0014966879900112698
83,се,0.0014820940659483212
35,ич,0.0014626355005310566
348,са,0.0014464200293500028
292,оч,0.0014318261052870544
371,си,0.0014269614639327382
548,ьз,0.0013929089744525252
321,ут,0.0013912874273344198
109,зб,0.001388044333098209
184,ры,0.0013815581446257874
258,ыв,0.0013637211263266282
280,ез,0.0013215609012558883
68,уд,0.0013037238829567291
353,вш,0.001290751506011886
101,ще,0.0012777791290670428
223,вл,0.0012729144877127267
328,ее,0.0012729144877127267
173,ру,0.0012631852050040944
168,рт,0.0012437266395868298
185,ым,0.0012307542626419866
279,вн,0.0012242680741695652
135,д ,0.0012145387914609328
239,ди,0.0012129172443428274
262,ня,0.0012031879616341951
189,мн,0.001177243207744509
327,иц,0.0011610277365634552
112,жа,0.0011577846423272444
409,ыл,0.0011350829826737691
299,сн,0.0011302183413194528
206,ьн,0.001118867511492715
297,еп,0.0011156244172565045
180,гд,0.0011091382287840828
182,би,0.0011042735874297667
167,ир,0.0011026520403116613
333,ца,0.0010718426450676592
220,вр,0.001050762532532289
313,зв,0.0010280608728788136
257,зы,0.001008602307461549
344, я,0.001000494571871022
214,иг,0.001000494571871022
85,св,0.0009988730247529167
254,хо,0.000995629930516706
261,сь,0.0009923868362804952
247,ьк,0.0009810360064537575
387, ф,0.0009761713650994414
195,дн,0.000974549817981336
336,ех,0.0009696851766270198
30,ок,0.0009664420823908091
404,оя,0.0009648205352727037
48,ья,0.0009648205352727037
354,г ,0.0009518481583278606
518,яс,0.0009388757813830176
95,па,0.000903201744784699
267,тя,0.0008934724620760667
203,дл,0.0008805000851312237
265,ая,0.0008707708024225914
309,йс,0.0008707708024225914
224,ою,0.0008626630668320645
119,ше,0.000861041519713959
291,жн,0.000861041519713959
506,иш,0.0008594199725958537
495,ию,0.0008545553312415376
345,зу,0.0008415829542966945
417,юб,0.0008415829542966945
349,ял,0.0008383398600604837
213,кн,0.000826989030233746
457,дс,0.0008188812946432191
221,мя,0.0008188812946432191
274,сч,0.0008042873705802707
49,ям,0.0008010442763440598
459,юд,0.0007945580878716384
190,ож,0.0007783426166905845
448,фи,0.0007767210695724791
61,ду,0.000771856428218163
157,тл,0.0007702348811000576
607,бс,0.0007702348811000576
176, х,0.0007621271455095307
507,шь,0.0007588840512733198
405,ящ,0.0007572625041552145
374,рг,0.0007556409570371091
130,ый,0.0007523978628008984
424,зл,0.0007507763156827929
350,яю,0.0007507763156827929
515,сю,0.0007280746560293176
486,сх,0.0007183453733206852
594,зь,0.0007151022790844745
566,ню,0.0007134807319663691
366,хв,0.0007134807319663691
294,оп,0.0007053729963758422
538,зж,0.0007037514492577368
352,бр,0.0006972652607853153
174,уж,0.0006924006194309991
523,яг,0.0006810497896042614
194,пи,0.0006794282424861561
528,дп,0.0006778066953680507
468,йш,0.0006745636011318399
102,ту,0.0006615912241869968
617,дч,0.0006307818289429945
186,лу,0.0006210525462343622
127,ид,0.0006097017164076246
187,уг,0.0005788923211636222
251,др,0.0005772707740455169
269,еч,0.0005432182845653038
477,ые,0.0005367320960928822
147,ты,0.0005334890018566714
146,ус,0.0005253812662661446
451,нс,0.0005237597191480391
255,ап,0.0005172735306756177
215,ги,0.0005059227008488799
62,ую,0.0005043011537307745
54,гр,0.000497814965258353
282,р ,0.000497814965258353
222,ых,0.000489707229667826
241,сс,0.0004864641354316153
197,нь,0.00048159949407729913
382,ша,0.0004751133056048776
78,ря,0.0004670055700143507
175,еб,0.0004653840228962453
325,це,0.0004605193815419292
420,бу,0.0004572762873057184
217,ул,0.00045079009883329686
376,гл,0.0004426823632427699
272,ах,0.00043781772188845376
136,ои,0.0004329530805341376
232,ии,0.00042808843917982144
145,пу,0.0004248453449436107
111,еж,0.00041998070358929455
118,еш,0.00041673760935308376
286,уч,0.0004151160622349784
462,уш,0.0004151160622349784
319,пл,0.0004118729679987676
233,мы,0.00041025142088066223
422,зд,0.00041025142088066223
69,ач,0.00040538677952634607
79,яе,0.00040538677952634607
337,су,0.00040214368529013534
152,ке,0.0003972790439358192
356,ву,0.0003972790439358192
105,аб,0.000392414402581503
305,лс,0.0003859282141090815
250,ща,0.00037782047851855454
381,кл,0.00036971274292802765
322,аг,0.00036646964869181686
498,ба,0.00036646964869181686
386,уб,0.00034863263039265765
355,дв,0.0003470110832745522
334,рн,0.00034538953615644686
116,см,0.0003437679890383415
341, ш,0.00033890334768402533
154,бл,0.000329174064975393
330,ай,0.00032755251785728765
501,ха,0.0003259309707391823
159,нт,0.0003259309707391823
207,аш,0.00031458014091244454
304,яв,0.00030971549955812844
367,ге,0.00030971549955812844
310,ош,0.00030647240532191765
431, ц,0.00030647240532191765
293,чн,0.0003016077639676015
9,ук,0.0003016077639676015
406,ды,0.00029512157549517996
216,гу,0.00029350002837707454
278,ыс,0.0002837707456684423
317,зе,0.0002789061043141261
525,сы,0.0002772845571960207
522,чу,0.00027404146295980996
391,ян,0.0002724199158417046
378,лы,0.00027079836872359917
300,ув,0.00026431218025117764
497,рь,0.00026431218025117764
249,ещ,0.00026431218025117764
240,ур,0.00026431218025117764
413,ец,0.00025620444466065075
401,шк,0.00025296135042443996
343,дя,0.00025296135042443996
357,ух,0.00025296135042443996
419,ыт,0.00024323206771580764
45,уи,0.00024161052059770228
202,нд,0.00023674587924338612
198,ью,0.00023512433212528072
438,дь,0.00023350278500717535
414,ц ,0.00023350278500717535
516,рк,0.00023188123788906996
481,уе,0.0002302596907709646
445,уз,0.0002302596907709646
231,ци,0.0002286381436528592
429,ье,0.0002270165965347538
471,чк,0.00022539504941664843
177,хи,0.00022377350229854304
474,йн,0.00022377350229854304
342,шн,0.00022215195518043764
329,ох,0.00022053040806233227
372,иб,0.00021404421958991072
537,рс,0.0002059364839993838
229,лл,0.00020431493688127843
100,ищ,0.00020431493688127843
121,ун,0.00019782874840885688
148,ын,0.0001962072012907515
283,зя,0.00019296410705454075
363,ео,0.0001880994657002246
8,жу,0.0001880994657002246
266,бн,0.00018161327722780303
397,ащ,0.00017999173010969767
636,ч ,0.00017837018299159227
508,чь,0.00017837018299159227
626,уа,0.0001767486358734869
439,ьм,0.0001735055416372761
517,ущ,0.0001670193531648546
398,мл,0.0001653978060467492
447,рд,0.0001653978060467492
346,рж,0.00016053316469243306
446,зр,0.00016053316469243306
463,фо,0.00015891161757432767
456,шл,0.00015891161757432767
331,ж ,0.00015729007045622227
139,дк,0.00015729007045622227
365,нк,0.0001540469762200115
379,ыш,0.00015242542910190614
392,рв,0.00015080388198380074
338,вя,0.00015080388198380074
464,рм,0.00014756078774758998
543,як,0.00014593924062948459
383,ьш,0.00014593924062948459
351,вз,0.00014593924062948459
427,бщ,0.00014593924062948459
200,фа,0.00014593924062948459
385,яд,0.00014593924062948459
324,нц,0.00014431769351137922
557,дж,0.00014431769351137922
560,ср,0.00014269614639327382
530,б ,0.00014107459927516843
340,цу,0.00014107459927516843
426,нг,0.00013945305215706306
551,бя,0.00013945305215706306
418,пы,0.00013783150503895766
490,вт,0.0001362099579208523
394,гн,0.0001362099579208523
218,лк,0.0001329668636846415
411,зг,0.0001329668636846415
586,фе,0.0001329668636846415
169,ощ,0.00013134531656653614
475,зм,0.00013134531656653614
472,рш,0.00012810222233032538
122,иж,0.00012648067521221998
359,вд,0.00012648067521221998
370,ху,0.00012485912809411458
172,оо,0.00012323758097600922
323,тп,0.00011675139250358768
151,вк,0.0001151298453854823
564,цы,0.0001151298453854823
326,кс,0.0001135082982673769
478,хл,0.0001135082982673769
339,яз,0.0001135082982673769
442,пя,0.0001135082982673769
514,ип,0.00011188675114927152
695,эл,0.00011188675114927152
164,ях,0.00011188675114927152
332,лн,0.00011188675114927152
412,ио,0.00011188675114927152
303,бь,0.00011026520403116614
482,шу,0.00011026520403116614
440,вь,0.00010864365691306076
94,вп,0.00010864365691306076
437,дц,0.00010215746844063922
288,ьб,0.00010215746844063922
527,иа,0.00010215746844063922
400,цо,0.00010215746844063922
432,иф,0.00010053592132253383
620,оф,9.891437420442844e-05
377,ып,9.891437420442844e-05
435,нч,9.729282708632306e-05
434,мс,9.729282708632306e-05
469,аи,9.080663861390152e-05
503,ея,9.080663861390152e-05
133,еа,8.918509149579614e-05
335,ыр,8.756354437769075e-05
526,кв,8.756354437769075e-05
433,фр,8.594199725958537e-05
502,ею,8.432045014147999e-05
449,ац,8.26989030233746e-05
492,лд,8.26989030233746e-05
281,пн,8.26989030233746e-05
466,вм,8.107735590526921e-05
192, ю,7.945580878716383e-05
364,ык,7.783426166905845e-05
483,аф,7.783426166905845e-05
487,сд,7.621271455095307e-05
547,йт,7.621271455095307e-05
430,лж,7.621271455095307e-05
536,тц,7.459116743284767e-05
573,яч,7.459116743284767e-05
296,рп,7.459116743284767e-05
284,яи,7.296962031474229e-05
737,гг,7.296962031474229e-05
201,ау,7.134807319663691e-05
558,шо,7.134807319663691e-05
549,уя,7.134807319663691e-05
390,тч,6.972652607853153e-05
402,хр,6.972652607853153e-05
260,ыч,6.972652607853153e-05
520,хе,6.810497896042615e-05
306,оу,6.810497896042615e-05
393,ыг,6.810497896042615e-05
373,п ,6.648343184232075e-05
347,йд,6.486188472421537e-05
723,йе,6.486188472421537e-05
461,щу,6.486188472421537e-05
597,нщ,6.324033760610999e-05
368,дш,6.324033760610999e-05
285,лг,6.161879048800461e-05
458,тт,6.161879048800461e-05
369,рх,6.161879048800461e-05
318,мп,6.161879048800461e-05
576,пт,5.999724336989922e-05
450,юч,5.999724336989922e-05
540,рю,5.837569625179384e-05
500,юс,5.837569625179384e-05
571,ыз,5.675414913368845e-05
505,яя,5.675414913368845e-05
320,яр,5.513260201558307e-05
491,ыб,5.351105489747768e-05
645,рб,5.351105489747768e-05
578,бв,5.18895077793723e-05
598,сб,5.18895077793723e-05
14,мк,5.18895077793723e-05
421,жк,5.18895077793723e-05
298,пк,5.026796066126692e-05
375,тд,5.026796066126692e-05
510,рз,5.026796066126692e-05
601,дт,5.026796066126692e-05
415,сг,4.864641354316153e-05
590,йк,4.864641354316153e-05
509,хн,4.864641354316153e-05
480,ыд,4.864641354316153e-05
567,цв,4.864641354316153e-05
614,рц,4.864641354316153e-05
408,яж,4.864641354316153e-05
635,ьи,4.702486642505615e-05
612,эг,4.540331930695076e-05
686,эм,4.540331930695076e-05
611,тэ,4.378177218884538e-05
524,бк,4.378177218884538e-05
604,пь,4.378177218884538e-05
132,рл,4.2160225070739996e-05
358,сш,4.2160225070739996e-05
263,йм,4.2160225070739996e-05
545,вщ,4.053867795263461e-05
696,мм,4.053867795263461e-05
193,юп,4.053867795263461e-05
493,дю,4.053867795263461e-05
441,яй,3.8917130834529226e-05
529,нр,3.8917130834529226e-05
425,дд,3.8917130834529226e-05
535,юн,3.8917130834529226e-05
565,дм,3.8917130834529226e-05
554,жо,3.729558371642384e-05
595,гс,3.729558371642384e-05
453,аа,3.729558371642384e-05
452,пф,3.729558371642384e-05
512,дх,3.729558371642384e-05
521,чш,3.729558371642384e-05
312,еи,3.5674036598318456e-05
396,рч,3.5674036598318456e-05
161,жь,3.5674036598318456e-05
669,вх,3.4052489480213074e-05
562,оэ,3.4052489480213074e-05
454,эд,3.2430942362107686e-05
623,жб,3.2430942362107686e-05
568,хс,3.2430942362107686e-05
227,эн,3.2430942362107686e-05
615,пп,3.2430942362107686e-05
407,оц,3.2430942362107686e-05
467,яп,3.2430942362107686e-05
531,лч,3.0809395244002304e-05
650,ьг,3.0809395244002304e-05
532,кж,3.0809395244002304e-05
315,эк,3.0809395244002304e-05
550,шт,3.0809395244002304e-05
637,лз,2.918784812589692e-05
570,зк,2.918784812589692e-05
311,ш ,2.918784812589692e-05
67,еу,2.918784812589692e-05
627,фт,2.7566301007791534e-05
473,чр,2.7566301007791534e-05
668,бч,2.7566301007791534e-05
631,мб,2.7566301007791534e-05
410,гк,2.7566301007791534e-05
504,щь,2.7566301007791534e-05
243,зч,2.7566301007791534e-05
583,мь,2.594475388968615e-05
399,ьц,2.594475388968615e-05
428,щн,2.594475388968615e-05
542,чо,2.594475388968615e-05
384,мц,2.4323206771580764e-05
443,ьд,2.4323206771580764e-05
621,бх,2.4323206771580764e-05
575,ао,2.4323206771580764e-05
599,йц,2.4323206771580764e-05
653,яц,2.4323206771580764e-05
476,рщ,2.4323206771580764e-05
479, щ,2.4323206771580764e-05
613,фл,2.4323206771580764e-05
648,лб,2.270165965347538e-05
361,юл,2.270165965347538e-05
722,бэ,2.270165965347538e-05
605,йо,2.270165965347538e-05
360,тю,2.270165965347538e-05
642,мр,2.270165965347538e-05
638,пц,2.270165965347538e-05
511,тм,2.1080112535369998e-05
608,вв,2.1080112535369998e-05
519,юз,2.1080112535369998e-05
649,жц,2.1080112535369998e-05
591,юк,2.1080112535369998e-05
552,шп,2.1080112535369998e-05
618,рэ,2.1080112535369998e-05
609,сж,1.9458565417264613e-05
585,еф,1.9458565417264613e-05
484,фь,1.9458565417264613e-05
661,цк,1.9458565417264613e-05
622,юр,1.9458565417264613e-05
672,йч,1.9458565417264613e-05
534,вг,1.9458565417264613e-05
230,кц,1.9458565417264613e-05
673,ьч,1.9458565417264613e-05
710,эз,1.9458565417264613e-05
489,эр,1.9458565417264613e-05
712,сф,1.7837018299159228e-05
533,нф,1.7837018299159228e-05
727,рр,1.7837018299159228e-05
633,вч,1.7837018299159228e-05
628,уо,1.7837018299159228e-05
688,уф,1.7837018299159228e-05
559,гв,1.7837018299159228e-05
647,ыщ,1.7837018299159228e-05
596,бм,1.7837018299159228e-05
513,ьт,1.7837018299159228e-05
499,сц,1.7837018299159228e-05
589,ыя,1.7837018299159228e-05
700,ьх,1.7837018299159228e-05
465,лп,1.6215471181053843e-05
665,юш,1.6215471181053843e-05
602,бш,1.6215471181053843e-05
721,йл,1.6215471181053843e-05
555,дб,1.6215471181053843e-05
685,ьв,1.6215471181053843e-05
587,рф,1.6215471181053843e-05
584,жс,1.6215471181053843e-05
674,вц,1.6215471181053843e-05
572,зт,1.6215471181053843e-05
606,зс,1.459392406294846e-05
699,уй,1.459392406294846e-05
569,тщ,1.459392406294846e-05
610,иу,1.459392406294846e-05
579,эс,1.459392406294846e-05
656,шм,1.459392406294846e-05
646,юц,1.459392406294846e-05
651,ыи,1.459392406294846e-05
593,ф ,1.459392406294846e-05
603,пс,1.459392406294846e-05
654,лв,1.459392406294846e-05
644,бж,1.2972376944843075e-05
680,зз,1.2972376944843075e-05
455,дг,1.2972376944843075e-05
718,кг,1.2972376944843075e-05
494,юж,1.2972376944843075e-05
389,лт,1.2972376944843075e-05
556,шх,1.2972376944843075e-05
275,дз,1.2972376944843075e-05
546,чл,1.2972376944843075e-05
544,уц,1.2972376944843075e-05
629,дэ,1.2972376944843075e-05
600,жч,1.2972376944843075e-05
541,юм,1.135082982673769e-05
380,юг,1.135082982673769e-05
670,щ ,1.135082982673769e-05
592,юю,1.135082982673769e-05
485,шв,1.135082982673769e-05
444,фу,1.135082982673769e-05
734,эй,1.135082982673769e-05
153,вб,1.135082982673769e-05
742,гм,9.729282708632306e-06
563,э ,9.729282708632306e-06
675,яш,9.729282708632306e-06
745,хд,9.729282708632306e-06
630,эв,9.729282708632306e-06
687,нж,9.729282708632306e-06
580,нэ,9.729282708632306e-06
660,тб,9.729282708632306e-06
702,ыж,9.729282708632306e-06
539,ьф,9.729282708632306e-06
625,гч,9.729282708632306e-06
693,бд,8.107735590526921e-06
724,уэ,8.107735590526921e-06
725,сэ,8.107735590526921e-06
697,зш,8.107735590526921e-06
730,пэ,8.107735590526921e-06
709,мг,8.107735590526921e-06
488,аэ,8.107735590526921e-06
719,мэ,8.107735590526921e-06
683,цм,8.107735590526921e-06
577,мч,8.107735590526921e-06
640,тх,8.107735590526921e-06
643,пч,8.107735590526921e-06
316,кз,8.107735590526921e-06
658,ьщ,8.107735590526921e-06
671,гт,6.486188472421537e-06
553,жр,6.486188472421537e-06
641,хм,6.486188472421537e-06
738,тф,6.486188472421537e-06
652,яб,6.486188472421537e-06
708,фы,6.486188472421537e-06
706,мв,6.486188472421537e-06
704,чч,6.486188472421537e-06
632,пш,6.486188472421537e-06
690,фм,6.486188472421537e-06
731,кэ,6.486188472421537e-06
362,ьп,4.864641354316153e-06
748,вю,4.864641354316153e-06
662,бц,4.864641354316153e-06
705,лх,4.864641354316153e-06
703,кк,4.864641354316153e-06
752,вэ,4.864641354316153e-06
740,эп,4.864641354316153e-06
574,хт,4.864641354316153e-06
619,жж,4.864641354316153e-06
713,мф,4.864641354316153e-06
205,тш,4.864641354316153e-06
676,бт,4.864641354316153e-06
694,мщ,4.864641354316153e-06
667,юх,4.864641354316153e-06
692,кш,4.864641354316153e-06
639,пщ,4.864641354316153e-06
388,чв,3.2430942362107687e-06
732,эш,3.2430942362107687e-06
735,кю,3.2430942362107687e-06
736, й,3.2430942362107687e-06
199,юф,3.2430942362107687e-06
728,фф,3.2430942362107687e-06
678,фс,3.2430942362107687e-06
754,пб,3.2430942362107687e-06
663,чс,3.2430942362107687e-06
711,эф,3.2430942362107687e-06
743,лф,3.2430942362107687e-06
739,йз,3.2430942362107687e-06
746,нл,3.2430942362107687e-06
666,сз,3.2430942362107687e-06
655,цю,3.2430942362107687e-06
664,нз,3.2430942362107687e-06
581,гю,3.2430942362107687e-06
657,нв,3.2430942362107687e-06
744,вф,1.6215471181053843e-06
750,бю,1.6215471181053843e-06
749,жв,1.6215471181053843e-06
755,хэ,1.6215471181053843e-06
733,мш,1.6215471181053843e-06
753,жл,1.6215471181053843e-06
741,жг,1.6215471181053843e-06
747,цс,1.6215471181053843e-06
751,юе,1.6215471181053843e-06
634,ць,1.6215471181053843e-06
729,кб,1.6215471181053843e-06
726,дф,1.6215471181053843e-06
624,щв,1.6215471181053843e-06
616,еэ,1.6215471181053843e-06
470,лщ,1.6215471181053843e-06
588,фю,1.6215471181053843e-06
582,нх,1.6215471181053843e-06
659,бз,1.6215471181053843e-06
561,йф,1.6215471181053843e-06
677, ь,1.6215471181053843e-06
679,бг,1.6215471181053843e-06
681,цэ,1.6215471181053843e-06
682,эа,1.6215471181053843e-06
684,тз,1.6215471181053843e-06
689,мз,1.6215471181053843e-06
691,нб,1.6215471181053843e-06
698,хь,1.6215471181053843e-06
701,яу,1.6215471181053843e-06
707,гб,1.6215471181053843e-06
714,юв,1.6215471181053843e-06
715,лм,1.6215471181053843e-06
716,оа,1.6215471181053843e-06
717,нм,1.6215471181053843e-06
720,шр,1.6215471181053843e-06
395,ьо,1.6215471181053843e-06
756,тг,1.6215471181053843e-06
