Key,Value
וח,0.002136905
כÿ,0.002116408
וך,0.002107867
üך,0.002101034
הם,0.00205833
טץ,0.00205833
הף,0.002040395
חם,0.002008794
ךנ,0.001997691
גם,0.001991712
ûל,0.001990004
טט,0.001969506
טÿ,0.001946446
טק,0.001931926
üו,0.001918261
טמ,0.001913991
סט,0.001896909
ÿח,0.001872995
דכ,0.001872995
רא,0.001831145
ףע,0.001823458
עף,0.001815772
נû,0.001796982
אר,0.001782463
עû,0.001780755
ךף,0.001772214
ûי,0.001721823
סא,0.001713282
ףכ,0.00169193
או,0.001679973
ומ,0.001676557
ףד,0.00166887
ףג,0.001656913
וק,0.001648372
ףך,0.001646664
ûג,0.00164581
עם,0.001642394
אד,0.001637269
אמ,0.001623604
מח,0.001616771
כף,0.001615063
יס,0.001608231
ףז,0.00159969
דנ,0.001592857
אט,0.001592003
ÿג,0.001574067
אב,0.001568943
ףל,0.00156211
קט,0.00156211
זא,0.001528801
כך,0.001510012
טי,0.001507449
זט,0.001503179
מר,0.0014972
שו,0.001495492
וט,0.001495492
וז,0.001453642
בנ,0.001422041
אז,0.001421187
ÿה,0.001416917
טצ,0.001416063
םה,0.001416063
טב,0.001410938
עס,0.001395565
אק,0.001375921
כû,0.001373359
סם,0.001370797
בף,0.001365672
וץ,0.001364818
גר,0.001357985
üג,0.001352007
זם,0.00131699
בא,0.001313573
ףק,0.001288805
ףן,0.001286243
ûס,0.001280264
םü,0.001278556
גכ,0.001270869
ןא,0.001264891
טנ,0.00125208
ûו,0.001250372
אץ,0.001249517
כ‏,0.00123329
טד,0.00122902
סל,0.0012145
סס,0.001212792
ûץ,0.001205105
ףם,0.001199981
דה,0.001192294
ÿכ,0.00119144
ף‏,0.001182899
דא,0.001152152
ץא,0.001152152
םס,0.001148736
ÿן,0.00114532
כם,0.001135071
נÿ,0.0011308
מÿ,0.001102616
לס,0.001101762
נü,0.0010992
הג,0.001079556
צו,0.001077848
üט,0.001072723
ÿך,0.001068453
גף,0.001050517
ים,0.001046247
לן,0.001030019
גן,0.001022332
סף,0.001020624
üן,0.00101977
חü,0.001010375
ÿט,0.001006959
בכ,0.000995002
דט,0.000984753
ור,0.000980483
חג,0.000954006
חה,0.000952298
ףר,0.000946319
ûם,0.000925822
א‏,0.000920697
בט,0.000919843
כן,0.000918135
üמ,0.000910448
אי,0.000909594
ûע,0.000905324
ףנ,0.00090447
ןט,0.000897637
מץ,0.000897637
נם,0.000895929
ףב,0.000893367
ףח,0.000876285
גנ,0.000872015
ןü,0.000870306
הכ,0.000844684
ûב,0.00084383
ין,0.000831019
כג,0.000828457
זה,0.000825894
ÿמ,0.000825894
דף,0.000813083
לû,0.000811375
יך,0.000810521
שט,0.00080625
לג,0.00080198
אפ,0.000785753
יה,0.00078319
גה,0.000775504
גך,0.000770379
קף,0.000766963
ÿל,0.000766963
וש,0.000766963
עך,0.000762692
יג,0.00076013
ןף,0.000755006
גע,0.000755006
מ‏,0.000746465
גח,0.000739632
ךע,0.000738778
הû,0.000733654
םע,0.000731946
צא,0.000730237
ןכ,0.000720843
üל,0.000714864
ÿז,0.000703761
נע,0.000702907
üÿ,0.000699491
לך,0.000697782
‏ב,0.00069095
ףט,0.000683263
חמ,0.000674722
פט,0.000674722
יע,0.000663619
יט,0.000662765
מף,0.000661911
כק,0.000651662
ûר,0.000651662
ךס,0.000650808
עÿ,0.00064483
וÿ,0.000642267
ךו,0.000639705
üא,0.000638851
ךג,0.000637997
ûן,0.000634581
ימ,0.000627748
כה,0.000624332
וף,0.000619207
üע,0.000612375
םן,0.000608958
חÿ,0.000601272
טר,0.000591877
רך,0.000591023
ÿד,0.000586752
דו,0.000581628
טז,0.00057992
חû,0.000575649
בÿ,0.000575649
חד,0.000574795
לÿ,0.000572233
ÿב,0.000571379
קם,0.000564546
אף,0.000562838
טף,0.000561984
סה,0.000559422
‏ה,0.000550027
‏ע,0.000550027
רכ,0.00054234
הÿ,0.000538924
ךב,0.000531237
םצ,0.000531237
ÿק,0.000528675
‏ס,0.000526113
םג,0.000517572
üר,0.000517572
üק,0.000516718
ען,0.000510739
הü,0.000510739
üב,0.000508177
נה,0.000504761
‏ש,0.000501344
ךכ,0.000492804
הס,0.000491949
üה,0.000488533
נג,0.000487679
סק,0.000483409
םך,0.000479992
ץט,0.000479138
ûך,0.000474014
ü‏,0.00047316
לק,0.00047316
ûט,0.000471452
ףמ,0.000468889
ÿו,0.000467181
ץג,0.000467181
רם,0.000466327
üח,0.000465473
גג,0.000459494
ץס,0.000457786
כז,0.000453516
יל,0.000452662
צמ,0.000450954
סû,0.000447537
ףץ,0.000443267
שא,0.000440705
מפ,0.000438142
צף,0.000437288
גל,0.000436434
רף,0.000432164
נס,0.000432164
ûנ,0.000429602
כד,0.000427894
חט,0.000425331
ןÿ,0.000425331
ץן,0.000423623
עכ,0.000423623
ץם,0.000414228
עק,0.00041252
פנ,0.00041252
ו‏,0.000411666
עה,0.000411666
רü,0.000410812
מ‎,0.000404833
נז,0.000403125
יב,0.000400563
ךך,0.000399709
ינ,0.000398001
אא,0.000397147
דם,0.000395439
לה,0.000392022
גד,0.000392022
נד,0.000391168
לד,0.00038519
א‎,0.000382627
ךן,0.000381773
כע,0.000380919
סנ,0.000375795
יק,0.000373232
‏ט,0.000371524
יד,0.000368962
םק,0.000367254
‏ם,0.000362129
הע,0.000361275
נך,0.000359567
ט‏,0.000355297
חף,0.000348464
ףו,0.000348464
כב,0.000345902
םב,0.000344194
חל,0.00034334
עע,0.00034334
ÿא,0.000340777
לב,0.000336507
טא,0.000336507
ג‎,0.000332237
üד,0.000331383
רמ,0.000331383
‏ג,0.000329674
בם,0.00032882
ûמ,0.000327966
ûה,0.000326258
לע,0.000321134
ו‎,0.000316863
יכ,0.000316863
בך,0.000313447
חס,0.000313447
‏ן,0.000312593
וצ,0.000312593
הך,0.000311739
ÿÿ,0.000306614
כנ,0.000306614
‏ך,0.000304906
חך,0.000304906
חו,0.000299782
ÿנ,0.000298074
לל,0.000290387
קך,0.000288679
עב,0.000287825
לכ,0.000286971
נר,0.000286116
םד,0.000283554
ÿץ,0.000279284
חכ,0.00027843
יף,0.000271597
ÿף,0.000270743
ךה,0.000269889
נב,0.000262202
ףש,0.00025964
לנ,0.000254516
אש,0.000254516
üנ,0.000254516
חנ,0.000249391
גב,0.000248537
ט‎,0.000245121
ץכ,0.000245121
ךל,0.000243412
‏מ,0.000242558
ץך,0.000239996
ûח,0.000239996
ûק,0.000238288
ûד,0.000237434
חז,0.000237434
ןû,0.000237434
תו,0.000237434
על,0.00023658
ÿש,0.000233164
נן,0.000233164
בש,0.000232309
גק,0.000232309
üף,0.000230601
‏ק,0.000229747
צט,0.000227185
גÿ,0.000226331
סץ,0.000222915
הת,0.000220352
זף,0.00021779
ץל,0.00021779
נל,0.000216082
הן,0.000215228
גü,0.000214374
הצ,0.000214374
ץף,0.000212666
קü,0.000211812
סב,0.000211812
ץנ,0.000209249
נ‏,0.000207541
םח,0.000205833
מא,0.000204979
‏נ,0.000202417
חן,0.000202417
וא,0.000199854
חב,0.000199
ככ,0.000199
‏ל,0.000199
ü‎,0.000196438
פא,0.000195584
לח,0.000193876
‏ר,0.000193876
ךז,0.000192168
םנ,0.000191314
ץב,0.00019046
הל,0.000189606
ם‏,0.000187897
ףא,0.000187043
יא,0.000184481
ץה,0.000181919
יח,0.000181065
מש,0.000179357
יר,0.000177648
ךד,0.000176794
üכ,0.000176794
ÿ‎,0.00017594
עצ,0.00017167
סד,0.000170816
פו,0.000170816
ךק,0.000169962
דס,0.000169962
יז,0.000163129
כח,0.000163129
ץד,0.000162275
צך,0.000162275
םש,0.000159713
טש,0.000159713
צû,0.000156296
דך,0.000155442
ףÿ,0.000151172
כל,0.000150318
מצ,0.000146047
‏כ,0.000146047
ףף,0.000143485
הר,0.000141777
עד,0.000141777
נץ,0.000139215
‏א,0.000138361
‎כ,0.000135799
ס‏,0.000135799
ץע,0.000135799
עח,0.000134944
טפ,0.000132382
אצ,0.000132382
סז,0.000130674
דג,0.000130674
‏ד,0.000128966
ÿ‏,0.000128966
יו,0.000127258
ע‎,0.000127258
ף‎,0.00012555
םל,0.000124696
זך,0.000122987
לז,0.000121279
חח,0.000119571
רע,0.000119571
נק,0.000118717
קר,0.000117863
üצ,0.000117863
ח‏,0.000115301
ת‏,0.000115301
סח,0.000113592
ûף,0.000112738
סר,0.000112738
ףי,0.000111884
כ‎,0.000110176
דן,0.000109322
בת,0.000108468
‏ח,0.000105906
ך‎,0.000105052
üץ,0.000105052
ץו,0.000102489
יÿ,0.000100781
ךח,0.000100781
בג,9.82E-05
גץ,9.74E-05
תÿ,9.39E-05
ה‏,9.39E-05
‏ו,9.31E-05
נכ,9.05E-05
נח,9.05E-05
שף,8.88E-05
פף,8.80E-05
‏ז,8.71E-05
הב,8.71E-05
ûז,8.63E-05
ךÿ,8.63E-05
לץ,8.54E-05
י‎,8.54E-05
נצ,8.46E-05
זמ,8.28E-05
ל‎,8.28E-05
ץח,8.20E-05
פמ,8.11E-05
ע‏,8.11E-05
חע,8.03E-05
זק,7.94E-05
בס,7.86E-05
ןך,7.77E-05
ננ,7.69E-05
רן,7.69E-05
זב,7.60E-05
‏ף,7.52E-05
ץק,7.43E-05
הה,7.43E-05
פכ,7.35E-05
יצ,7.26E-05
ÿצ,7.09E-05
üז,7.09E-05
בץ,7.00E-05
נש,6.92E-05
עז,6.83E-05
ןם,6.75E-05
ÿר,6.75E-05
קמ,6.66E-05
ןן,6.66E-05
ס‎,6.66E-05
םץ,6.58E-05
û‎,6.49E-05
הק,6.49E-05
הד,6.49E-05
כר,6.49E-05
בל,6.32E-05
לר,6.23E-05
ûא,6.23E-05
יץ,6.23E-05
ךץ,6.06E-05
הץ,6.06E-05
ûÿ,6.06E-05
גז,5.55E-05
דח,5.55E-05
צג,5.47E-05
זü,5.47E-05
יפ,5.30E-05
‏‎,5.30E-05
עת,5.30E-05
קכ,5.30E-05
םז,5.21E-05
הח,5.12E-05
ןע,5.12E-05
עץ,5.12E-05
‎ך,5.12E-05
םר,5.12E-05
ףפ,5.04E-05
חק,5.04E-05
ז‏,5.04E-05
‎ס,4.95E-05
ץז,4.87E-05
‏‏,4.87E-05
ספ,4.87E-05
גצ,4.78E-05
דק,4.70E-05
‏ÿ,4.70E-05
ÿפ,4.61E-05
ב‎,4.61E-05
םכ,4.61E-05
לü,4.36E-05
זס,4.36E-05
לפ,4.27E-05
ופ,4.27E-05
‎ם,4.10E-05
צן,4.10E-05
בü,4.10E-05
צם,4.10E-05
ס¸,4.10E-05
ÿי,4.01E-05
קנ,4.01E-05
‏צ,3.84E-05
לצ,3.84E-05
דב,3.76E-05
ל‏,3.76E-05
דל,3.67E-05
סצ,3.67E-05
דע,3.67E-05
‎נ,3.67E-05
צס,3.59E-05
נפ,3.59E-05
ץ‎,3.50E-05
ח‎,3.42E-05
בב,3.16E-05
םפ,3.16E-05
כץ,3.07E-05
פס,3.07E-05
זג,2.99E-05
ם‎,2.99E-05
כפ,2.99E-05
ץÿ,2.99E-05
פג,2.99E-05
שם,2.90E-05
רל,2.90E-05
עפ,2.82E-05
זד,2.73E-05
קס,2.73E-05
בה,2.73E-05
זל,2.65E-05
שü,2.65E-05
ןק,2.65E-05
בק,2.65E-05
üפ,2.65E-05
חר,2.56E-05
קג,2.48E-05
זע,2.48E-05
ץר,2.48E-05
סת,2.48E-05
רג,2.39E-05
‏ץ,2.31E-05
צד,2.31E-05
פע,2.31E-05
ץפ,2.22E-05
הז,2.22E-05
ךצ,2.22E-05
פן,2.22E-05
עש,2.22E-05
פם,2.14E-05
ךר,2.14E-05
ףצ,2.14E-05
קן,2.14E-05
צע,2.14E-05
גת,2.05E-05
ךפ,1.96E-05
פך,1.96E-05
הפ,1.96E-05
ה‎,1.88E-05
ער,1.79E-05
זז,1.79E-05
ץץ,1.79E-05
ד‎,1.71E-05
רב,1.71E-05
‏פ,1.71E-05
ז‎,1.71E-05
צל,1.71E-05
ך‏,1.62E-05
חת,1.62E-05
נ‎,1.62E-05
ןד,1.62E-05
זן,1.54E-05
‎י,1.54E-05
פû,1.45E-05
גפ,1.37E-05
צה,1.28E-05
ûצ,1.28E-05
ןס,1.20E-05
גש,1.20E-05
זח,1.20E-05
קב,1.20E-05
בע,1.20E-05
חצ,1.11E-05
בד,1.11E-05
זÿ,1.11E-05
רה,1.11E-05
דד,1.11E-05
רס,1.11E-05
לש,1.11E-05
דר,1.11E-05
זכ,1.11E-05
ץצ,1.02E-05
üש,1.02E-05
פל,1.02E-05
צב,1.02E-05
ןר,1.02E-05
ûפ,1.02E-05
כצ,9.39E-06
‎ל,8.54E-06
בן,8.54E-06
קה,8.54E-06
פב,8.54E-06
בז,8.54E-06
‎ד,7.69E-06
דÿ,7.69E-06
קד,7.69E-06
צח,7.69E-06
בר,7.69E-06
‎ץ,7.69E-06
דז,7.69E-06
י‏,6.83E-06
קל,6.83E-06
‎ה,6.83E-06
‎ן,6.83E-06
ב‏,6.83E-06
¸ג,6.83E-06
פח,6.83E-06
ד‏,6.83E-06
¸מ,5.98E-06
¸נ,5.98E-06
קח,5.98E-06
ûש,5.98E-06
בצ,5.98E-06
צכ,5.98E-06
רנ,5.98E-06
רר,5.98E-06
דץ,5.98E-06
פד,5.98E-06
ר‎,5.98E-06
כש,5.98E-06
חץ,5.12E-06
חפ,5.12E-06
‎ג,5.12E-06
פה,5.12E-06
בח,5.12E-06
צק,5.12E-06
קק,5.12E-06
ע¸,4.27E-06
¸ע,4.27E-06
‎ח,4.27E-06
ק‎,4.27E-06
יש,4.27E-06
כ¸,4.27E-06
ץת,3.42E-06
רק,3.42E-06
צץ,3.42E-06
קÿ,3.42E-06
ג‏,3.42E-06
דפ,3.42E-06
¸ב,3.42E-06
צנ,3.42E-06
רצ,3.42E-06
שנ,3.42E-06
פפ,3.42E-06
פÿ,3.42E-06
¸ח,2.56E-06
צÿ,2.56E-06
צז,2.56E-06
¸ד,2.56E-06
¸ם,2.56E-06
ן‎,2.56E-06
זץ,2.56E-06
דû,2.56E-06
ץש,2.56E-06
קץ,2.56E-06
ןצ,2.56E-06
¸ף,2.56E-06
ךש,2.56E-06
חש,2.56E-06
צ‎,2.56E-06
¸כ,2.56E-06
¸ן,2.56E-06
רח,2.56E-06
רד,2.56E-06
רז,2.56E-06
ןפ,2.56E-06
פז,2.56E-06
שמ,1.71E-06
¸ק,1.71E-06
פü,1.71E-06
¸ו,1.71E-06
פק,1.71E-06
¸א,1.71E-06
ך¸,1.71E-06
צר,1.71E-06
דצ,1.71E-06
רÿ,1.71E-06
¸‎,1.71E-06
ןה,1.71E-06
שס,1.71E-06
ןש,1.71E-06
‎ט,1.71E-06
‎פ,1.71E-06
¸ה,1.71E-06
פץ,1.71E-06
תג,8.54E-07
מü,8.54E-07
פ‎,8.54E-07
יי,8.54E-07
כי,8.54E-07
‎צ,8.54E-07
שע,8.54E-07
סש,8.54E-07
מ¸,8.54E-07
‎ב,8.54E-07
פצ,8.54E-07
‎ו,8.54E-07
הש,8.54E-07
של,8.54E-07
קז,8.54E-07
ןל,8.54E-07
¸ל,8.54E-07
שך,8.54E-07
ץ‏,8.54E-07
ןב,8.54E-07
‎‎,8.54E-07
טת,8.54E-07
ש‎,8.54E-07
שה,8.54E-07
ץי,8.54E-07
ךי,8.54E-07
û‏,8.54E-07
¸ז,8.54E-07
‎ר,8.54E-07
רפ,8.54E-07
¸ס,8.54E-07
זנ,8.54E-07
שב,8.54E-07
פ‏,8.54E-07
ה¸,8.54E-07
זר,8.54E-07
